audio_filepath,text,primary_language
audio/281474976888857_f1684_chunk_3.wav,21st September 2006,Nepali
audio/281474976900336_f2141_chunk_0.wav,There is no particular subject or theme,Kashmiri
audio/281474976893292_f2273_chunk_4.wav,Shanghai,Hindi
audio/281474976901470_f23_chunk_0.wav,Stop,Urdu
audio/281474976925497_f3223_chunk_5.wav,The body does all the talking.,Kannada
audio/281474976888909_f3258_chunk_0.wav,"Basically, I like to read a book which is related to the life and the ground level society.",Nepali
audio/281474976900596_f3268_chunk_2.wav,although a wide gap is often perceived between the religious texts,Urdu
audio/281474976893810_f853_chunk_1.wav,in stuck transaction of Rs 1000 to,Bodo
audio/281474976893174_f1860_chunk_2.wav,the political party that gets,Odia
audio/281474976885493_f621_chunk_1.wav,Repeat my last order with addition of 1 jar Kapiva Gulkand and remove Bobs Red Mill Gluten Free Egg Replacer .,Kannada
audio/281474976897620_f2811_chunk_0.wav,Check whether a refund of Rs. 300 from Netflix has been processed or not!,Tamil
audio/281474976897678_f2560_chunk_1.wav,when other categories have it,Odia
audio/281474976883946_f1999_chunk_17.wav,Traditional schools focus on intellectual as well as academic development,Malayalam
audio/281474976899758_f1403_chunk_0.wav,I want to find all the AICTE approved institutes offering Diploma courses in academic year 2021,Odia
audio/281474976891395_f2864_chunk_0.wav,An OTP has been sent to your registered number 86744354742,Malayalam
audio/281474976893074_f2254_chunk_5.wav,Andhra Pradesh,Marathi
audio/281474976895395_f2793_chunk_0.wav,Can I login to EPFO portal with another mobile nomber 72955985129,Konkani
audio/281474976889281_f792_chunk_0.wav,Can I buy Rin Ala Fabric Whitener worth 700 rupees?,Urdu
audio/281474976894327_f2298_chunk_0.wav,"My favorite classic books are Indian epics, Ramayana and Mahabharata. I like those because those were the texts which express all the habitual and extensive instincts of human beings and also it's full of thrills and action.",Bengali
audio/281474976889149_f194_chunk_0.wav,When will be the offers available for Hair care items ? Is it going to happen anytime soon?,Dogri
audio/281474976898270_f2780_chunk_0.wav,Bed,Konkani
audio/281474976884637_f2218_chunk_14.wav,era of globalization,Kannada
audio/281474976885800_f1683_chunk_0.wav,School education in Karnataka is to a large extent expected to be secular,Kannada
audio/281474976909277_f3321_chunk_1.wav,all of this prevention intervention and enforcement,Punjabi
audio/281474976897398_f3281_chunk_8.wav,And there is a lack of activities for the senior citizens,Odia
audio/281474976897496_f1312_chunk_0.wav,Follow,Sindhi
audio/281474976895596_f228_chunk_0.wav,Two,Kannada
audio/281474976897527_f1838_chunk_1.wav,Although there are so many other sports,Sindhi
audio/281474976893684_f843_chunk_0.wav,Filter vaccination center for COVOVAX vaccine with area code 280505.,Bodo
audio/281474976883913_f57_chunk_0.wav,what's on nine news,Malayalam
audio/281474976888833_f910_chunk_2.wav,use or can do without.,Nepali
audio/281474976893061_f390_chunk_0.wav,List all vaccination centers which offer free vaccines,Marathi
audio/281474976901603_f2233_chunk_4.wav,and I really believe in all these three principles,Maithili
audio/281474976884478_f2191_chunk_37.wav,even then English should be studied,Malayalam
audio/281474976925482_f2437_chunk_0.wav,Cat,Kannada
audio/281474976893635_f1787_chunk_1.wav,"Usually, I travel with my family or with my cousins or my friends",Malayalam
audio/281474976895275_f2481_chunk_0.wav,"Both Malom Zafar Shah and warlord Mehmood are from the ""Northern Alliance"" and members of Jamiat-e Islami Afghanistan led by Burhanuddin Rabbani who is currently a member of the Parliament.",Kashmiri
audio/281474976897869_f1657_chunk_0.wav,Wow,Telugu
audio/281474976884079_f3215_chunk_1.wav,And the quote is that every saint has a past and every sinner has a future.,Hindi
audio/281474976897284_f1128_chunk_0.wav,Left,Bengali
audio/281474976887473_f1715_chunk_0.wav,Bangalore is known as a city of entrepreneurs.,Kannada
audio/281474976897369_f576_chunk_0.wav,Nine,Odia
audio/281474976889220_f3112_chunk_11.wav,in the coastal region.,Urdu
audio/281474976895654_f189_chunk_0.wav,Show me only Paid vaccination center for COVAXIN vaccine,Bodo
audio/281474976902190_f3154_chunk_0.wav,"In this region, people with other religions are treated equally.",Urdu
audio/281474976888913_f3176_chunk_6.wav,"like that Tagore's Ashram which is located at Shantiniketan,",Nepali
audio/281474976893853_f3252_chunk_3.wav,English is a very rich language.,Bodo
audio/281474976883918_f224_chunk_0.wav,Do you keep Fruits ?,Malayalam
audio/281474976894742_f547_chunk_0.wav,tell me joke,Nepali
audio/281474976888601_f2371_chunk_1.wav,than mentioned on your website,Kannada
audio/281474976884163_f709_chunk_0.wav,Zero,Punjabi
audio/281474976896954_f216_chunk_2.wav,Crystal Hot & Cold Insulated Water Bottle,Bengali
audio/281474976893848_f3250_chunk_1.wav,"So in Assam, the festival that showcases our state's cultural heritage is Bihu Festival.",Bodo
audio/281474976893071_f3151_chunk_2.wav,The state of Maharashtra is doing fairly well as far as the collaboration is concerned,Marathi
audio/281474976893691_f2886_chunk_0.wav,House,Bodo
audio/281474976895916_f198_chunk_0.wav,Right,Gujarati
audio/281474976897525_f1693_chunk_9.wav,to overcome this kind of regional diversities,Sindhi
audio/281474976893178_f3136_chunk_2.wav,Yeah,Odia
audio/281474976899578_f2277_chunk_1.wav,and pass laws,Bengali
audio/281474976893642_f2096_chunk_6.wav,"And there are some board, they have their own teachings and everything",Malayalam
audio/281474976897273_f1112_chunk_0.wav,Tell me how to link multiple bank accounts and transfer money between my own accounts in Maharashtra Gramin Bank,Bengali
audio/281474976897565_f1289_chunk_0.wav,No,Hindi
audio/281474976895595_f63_chunk_0.wav,Previous,Kannada
audio/281474976899749_f231_chunk_0.wav,I want to return product Tata Tea Agni Dust Tea,Odia
audio/281474976888919_f3231_chunk_0.wav,"Literally, I don't think that I can speak and write English properly.",Nepali
audio/281474976883988_f2063_chunk_0.wav,What do you do to stay motivated and focused while writing?,Gujarati
audio/281474976883957_f1030_chunk_0.wav,Attacks targeting police have become common in the Nangarhar province,Gujarati
audio/281474976893843_f2130_chunk_1.wav,Some of them are attacked by pests or insects. Many a times I tried to plant the Ashoka flower from the cutting of the stem but it dried out many a times,Bodo
audio/281474976909239_f2867_chunk_1.wav,83354714040,Punjabi
audio/281474976896732_f2420_chunk_0.wav,Show me all centres in state Uttarakhand having CORBEVAX,Sindhi
audio/281474976901432_f1230_chunk_0.wav,WKF only allows membership through one national organization or federation per country to which clubs may join.,Urdu
audio/281474976899460_f2609_chunk_0.wav,All that remains now is a railway station with that name and Main Guard Gate along West Boulevard Road in the city of Tiruchirappalli in Tamil Nadu.,Tamil
audio/281474976887706_f2223_chunk_1.wav,there are arts and commerce colleges as well as science colleges and there are some institutions,Gujarati
audio/281474976884079_f3215_chunk_6.wav,So you get to choose if your future is that of a sinner or a saint.,Hindi
audio/281474976895330_f1883_chunk_0.wav,What are the major sports teams or clubs in your state that represent the state at the national or international level?,Kashmiri
audio/281474976884044_f1919_chunk_23.wav,time period immediately,Hindi
audio/281474976899973_f2167_chunk_0.wav,"English language has several unique features. The most ocular one is its pronunciation. We pronounce P-U-T as put, but B-U-T becomes but. There is no any reason why it happens so. It is the developmental process in which the pronunciation of these two words got fixed",Maithili
audio/281474976893046_f2126_chunk_12.wav,are supplied mainly to the metropolitan city of Pune,Marathi
audio/281474976887082_f3312_chunk_2.wav,the scenario is changing post COVID because during COVID online education was only the option available.,Gujarati
audio/281474976894789_f2128_chunk_3.wav,"the kind of struggles she has gone through and she overcame all that and you know, without going to school she could go up to the university, one of the best universities in the UK",Nepali
audio/281474976883745_f1105_chunk_0.wav,Are there any vaccination centres available in Bilaspur district for age group 15-17 years,Marathi
audio/281474976893046_f2126_chunk_2.wav,In Pune district,Marathi
audio/281474976893852_f1949_chunk_10.wav,collected and meats are purchased with the cash money. So then again feast is done with the purchased meat along with singing and dancing.,Bodo
audio/281474976885801_f2235_chunk_14.wav,their school education till grade 10,Kannada
audio/281474976891553_f1369_chunk_0.wav,"For example, you might be able to decrease your shipping costs by ordering products in greater quantities.",Konkani
audio/281474976886861_f1932_chunk_0.wav,Karnataka,Tamil
audio/281474976889220_f3112_chunk_7.wav,Muslim-Christian communities and others.,Urdu
audio/281474976893905_f2310_chunk_1.wav,South Korea,Bodo
audio/281474976901143_f1615_chunk_0.wav,Happy,Maithili
audio/281474976889226_f3230_chunk_15.wav,"In spite of enjoying English literature, I personally have made sure that being a multilingual,",Urdu
audio/281474976887793_f645_chunk_0.wav,Please tranfer hostel fees Rs 60000 to the Hostel acount saved.,Telugu
audio/281474976893845_f1948_chunk_3.wav,So Mandala is symbol of universe in its ideal form.,Bodo
audio/281474976888854_f1389_chunk_0.wav,Can you help in searching for ESIC Centres offering Ayurveda services in State Karnataka,Nepali
audio/281474976887086_f1867_chunk_3.wav,of the people of Gujarat,Gujarati
audio/281474976900640_f2173_chunk_2.wav,these are saffronization and quality downfall then there is no space for second opinion,Urdu
audio/281474976901811_f1523_chunk_0.wav,Disagree,Konkani
audio/281474976884085_f3239_chunk_25.wav,So we could see a Muslim person participating in a Ganesh Utsav or a Diwali.,Hindi
audio/281474976893779_f1841_chunk_0.wav,What was the last book you read,Punjabi
audio/281474976888161_f1851_chunk_0.wav,Darbhanga is part of the Mithila region and Mathli is the most common language spoken here,Maithili
audio/281474976895434_f1887_chunk_10.wav,We need to initiate some kind of a forestation drive in order to maintain the balance,Konkani
audio/281474976891476_f1219_chunk_0.wav,What is the validity of this Term life insurance,Kashmiri
audio/281474976895331_f3232_chunk_1.wav,And how are they used in the local economy and cuisine?,Kashmiri
audio/281474976889306_f1756_chunk_1.wav,Mostly I use Google Pay and Phone Pay.,Urdu
audio/281474976887155_f2742_chunk_3.wav,846916497384,Malayalam
audio/281474976901605_f2022_chunk_15.wav,"So when we talk about the mother tongue, because the child gets familiar in its mother tongue and the mother tongue gives you so much freedom to express your feelings",Maithili
audio/281474976884102_f2735_chunk_1.wav,These will be available by tomorrow,Marathi
audio/281474976903903_f3117_chunk_1.wav,I tried to make Chinese food,Nepali
audio/281474976901105_f2389_chunk_2.wav,"engineering, power, chemicals and hospitality.",Maithili
audio/281474976887169_f3260_chunk_1.wav,"It is really hard to pick one, but then if to talk about it, I would say like the Percy",Malayalam
audio/281474976900333_f1733_chunk_2.wav,Samreen,Kashmiri
audio/281474976883946_f1999_chunk_8.wav,"Also, the people in Montessori school are of mixed age groups",Malayalam
audio/281474976925507_f3133_chunk_2.wav,11% of the entire English language is just the letter e.,Kannada
audio/281474976883726_f704_chunk_0.wav,I pray that henceforth I may follow thy path.,Marathi
audio/281474976888158_f3257_chunk_6.wav,"In North Bihar, there is a lot of flooding,",Maithili
audio/281474976897689_f2644_chunk_0.wav,Can you list all the vaccination centres where Booster Dose is available?,Odia
audio/281474976892333_f3244_chunk_3.wav,"During my visit there, my children also enjoyed watching it.",Dogri
audio/281474976893613_f2620_chunk_0.wav,Learn,Malayalam
audio/281474976884356_f1978_chunk_0.wav,There's this hill called Shivagangi in Bangalore that I went to from school,Tamil
audio/281474976884005_f895_chunk_0.wav,searching on holidays in my location,Hindi
audio/281474976886709_f3213_chunk_15.wav,So that was one of the shows which I liked watching.,Telugu
audio/281474976897653_f3127_chunk_0.wav,Can you name five countries of the world?,Tamil
audio/281474976885515_f1997_chunk_2.wav,Some of the notable educational institutes,Kannada
audio/281474976884134_f3181_chunk_10.wav,Then the winters are quite chilly sometimes.,Marathi
audio/281474976893843_f2130_chunk_7.wav,"and leaves were turning yellow and plants were not flowering.Even if they were flowering,",Bodo
audio/281474976885790_f1798_chunk_4.wav,Kerala,Kannada
audio/281474976900637_f790_chunk_0.wav,"Apart from friendship, Ajit also credited Rajendra Kumar with advising and helping him to become a ""leading villain"" rather than a second-lead hero.",Urdu
audio/281474976888911_f3102_chunk_12.wav,"Like that, we must create a way to build our self-backup.",Nepali
audio/281474976896645_f978_chunk_0.wav,"In 1907, a New Zealand professional rugby team toured Australia and Britain, receiving an enthusiastic response, and professional rugby leagues were launched in Australia the following year.",Telugu
audio/281474976900614_f2512_chunk_0.wav,On,Urdu
audio/281474976884336_f431_chunk_0.wav,Why havent I recieved a reciept of the donation I gave to the NGO Helpage India ?,Tamil
audio/281474976884134_f3181_chunk_11.wav,"The temperature, they drop around 5 to 10 degrees Celsius in winters.",Marathi
audio/281474976925712_f2835_chunk_0.wav,Cat,Dogri
audio/281474976896149_f605_chunk_0.wav,actor who acts a role,Kannada
audio/281474976887475_f2201_chunk_2.wav,Fly on the wall,Kannada
audio/281474976888932_f2385_chunk_1.wav,take 8 hours to deliver my order when I was told that it would be delivered in 7 minutes,Konkani
audio/281474976891387_f371_chunk_0.wav,"The product The Earth Reserve Cloves is damaged, I want to return it.",Malayalam
audio/281474976886874_f1933_chunk_2.wav,with an opposition team so it helps an individual to challenge themselves to perform better in that team and also strive for excellence,Tamil
audio/281474976888228_f2980_chunk_2.wav,find all such centres around my current location,Tamil
audio/281474976888155_f3164_chunk_0.wav,Some of the common mistakes that beginner runners make are,Maithili
audio/281474976883805_f3103_chunk_0.wav,Can you discuss any singing goals or aspirations you have for the future?,Marathi
audio/281474976925736_f3275_chunk_13.wav,which provides little we can say scholarship to students,Dogri
audio/281474976884085_f3239_chunk_3.wav,there's diversity everywhere.,Hindi
audio/281474976883998_f2011_chunk_1.wav,Then there are many features that make grammar of English language unique,Gujarati
audio/281474976896581_f1492_chunk_0.wav,Bed,Tamil
audio/281474976891519_f1199_chunk_0.wav,"I want to discard Cock Special Gulal Green and Pril Dishwash Bar from my shopping cart. In addition to these, delete The Whole Truth Breakfast Muesli , Fresho Signature Handmade Spinach Lavash also",Telugu
audio/281474976894813_f710_chunk_0.wav,Follow,Malayalam
audio/281474976893059_f3153_chunk_3.wav,So I won't comment about that.,Marathi
audio/281474976893724_f3273_chunk_0.wav,Now I will tell a short story of a legend,Bodo
audio/281474976884082_f3206_chunk_6.wav,"a solo trip to the mountains, that's Himachal Pradesh",Hindi
audio/281474976898391_f1994_chunk_1.wav,Sportspersons are offered more opportunities and benefits so that they will pursue it as a career option.,Tamil
audio/281474976897713_f1830_chunk_0.wav,Can you name 5 international cities?,Odia
audio/281474976894791_f2060_chunk_3.wav,"And they are appointing ad-hoc teachers who are, like, not trained or not you know,",Nepali
audio/281474976884603_f827_chunk_0.wav,I want to buy Odomos Naturals Mosquito Repellent Lotion worth 500 rupees,Kannada
audio/281474976896579_f1493_chunk_0.wav,Up,Tamil
audio/281474976893849_f2064_chunk_0.wav,"Yes, we have crop loans in Assam.",Bodo
audio/281474976915912_f3190_chunk_0.wav,"In the present time, English is commonly used.",Nepali
audio/281474976884470_f3243_chunk_3.wav,"Samadhi or Nirvana, whatever. So even beyond the normal acme, peak of spiritual experience",Malayalam
audio/281474976909222_f3047_chunk_1.wav,on Thursday evening.,Punjabi
audio/281474976888914_f3259_chunk_6.wav,So the importance of sports is nearly similar to the music.,Nepali
audio/281474976884637_f2218_chunk_10.wav,So education in English,Kannada
audio/281474976899968_f3125_chunk_6.wav,"So, these are some of the specific cuisines found in my state.",Maithili
audio/281474976893174_f1860_chunk_4.wav,state assembly for the government,Odia
audio/281474976888873_f2272_chunk_37.wav,same way,Nepali
audio/281474976925450_f2431_chunk_0.wav,things to do in my area,Kannada
audio/281474976897464_f2146_chunk_3.wav,"There are several varieties of English, such as Australian English, American English, British English or Indian English. These have far-reaching effects. English language is evolving even more rapidly than before.",Bodo
audio/281474976885716_f1823_chunk_0.wav,Capturing candid moment can make a great portrait I think.,Gujarati
audio/281474976934135_f2921_chunk_1.wav,Strategi Mosquito Repellent Agarbathi and,Assamese
audio/281474976903907_f3262_chunk_2.wav,"and some of the schools run by the state government, which where the state syllabus, which is prescribed by the state government is followed.",Nepali
audio/281474976892310_f2776_chunk_0.wav,"The items B Vishal Birthday Candles , Milky Mist Cooking Butter and 24 Mantra Tamarind from cart are out of stock",Dogri
audio/281474976894268_f1720_chunk_23.wav,so that learning is facilitated among students and they become better individuals,Kashmiri
audio/281474976888159_f2009_chunk_7.wav,Bodh Gaya attracts lot of international tourists,Maithili
audio/281474976887055_f395_chunk_0.wav,meaning of a particular word,Gujarati
audio/281474976885797_f1682_chunk_5.wav,Integrated Disease Survival and Project,Kannada
audio/281474976894164_f1334_chunk_0.wav,How much money do I have in my Capital Small Finance Bank bank account?,Odia
audio/281474976898085_f1460_chunk_0.wav,Open my Axis Bank Lime QR code.,Odia
audio/281474976887169_f3260_chunk_10.wav,"learning disabilities are not just, you know, are not handicapped or disabled in any way,",Malayalam
audio/281474976897312_f3235_chunk_0.wav,The art and craft scenario in my state of West Bengal is well set up.,Bengali
audio/281474976898614_f1752_chunk_2.wav,because,Bengali
audio/281474976893940_f2639_chunk_0.wav,"A middle-grade derailleur is sufficient for a beginner, although many utility bikes are equipped with hub gears.",Telugu
audio/281474976901153_f1889_chunk_1.wav,I first started my cooking with cooking,Maithili
audio/281474976894921_f434_chunk_0.wav,Play,Malayalam
audio/281474976895605_f2756_chunk_0.wav,Skip,Kannada
audio/281474976883994_f3251_chunk_1.wav,include 4 to 5 themes,Gujarati
audio/281474976897362_f383_chunk_0.wav,Your MPIN to continue vaccine registration for mobile number 71250040574 is 2005,Odia
audio/281474976897267_f3095_chunk_0.wav,List all items from Pulses,Bengali
audio/281474976889901_f2295_chunk_0.wav,"and secure our intellectual property rights with the help of some acts like Trademark Act 1999 and Copyright Act 1957, provide for certain seizure powers to the police under Section 115 and Section 64. There is also a patent, Indian Patent Bill 2005 introduces product patent regime for food, chemical and parasiticals.",Dogri
audio/281474976887122_f1775_chunk_0.wav,Oregano,Telugu
audio/281474976903861_f1623_chunk_0.wav,Can you enlight all Bunches?,Nepali
audio/281474976887660_f3286_chunk_0.wav,"In Goa we have different print newspapers like few in Marathi, in Konkani and English",Konkani
audio/281474976892334_f1872_chunk_3.wav,YouTube channels. Many of them are already earning handsome amounts so the positive.,Dogri
audio/281474976888917_f3178_chunk_32.wav,festival that they celebrate.,Nepali
audio/281474976897457_f2033_chunk_12.wav,and,Bodo
audio/281474976888589_f72_chunk_0.wav,"Films like Purab Aur Pashchim, Victoria 203, Chor Ke Ghar Chor, Chori Mera Kaam, Adhikar, and Maan Gaye Ustad were major hits.",Kannada
audio/281474976891496_f2263_chunk_0.wav,"Yeah surely, there was one game that has really impacted not only me and which indulged a lot of youth into it into staying at home particularly and being at one place and it really has you know changed all of the circumstances, the idea of playing games and it was PUBG.",Kashmiri
audio/281474976906753_f2448_chunk_0.wav,I have reset my MPIN to 6279,Assamese
audio/281474976885785_f1384_chunk_0.wav,Where can i get COVISHIELD vaccine in district Dharwad,Kannada
audio/281474976885797_f1682_chunk_12.wav,Apart from these schemes,Kannada
audio/281474976887661_f3254_chunk_4.wav,"Goa is traditionally known as a tourist paradise for its natural scenery, beautiful beaches and cultural diversity.",Konkani
audio/281474976896695_f2156_chunk_1.wav,"West Godavari, NTR, Krishna, Pallanadu, Guntur.",Telugu
audio/281474976897402_f292_chunk_0.wav,"For example, another coffee shop founder would be the best source of information in your coffee shop example, but a restaurateur could also be of significant help.",Bodo
audio/281474976897400_f3290_chunk_2.wav,He buys even novel prize winning books which have been translated into Odia.,Odia
audio/281474976884637_f2218_chunk_12.wav,is very important and is playing a very vital role in,Kannada
audio/281474976883853_f3233_chunk_2.wav,It has started a number of programs to give training to the young people through various government agencies.,Nepali
audio/281474976887150_f2645_chunk_0.wav,Switch off the reminders for Two-wheeler Insurance,Malayalam
audio/281474976891552_f2354_chunk_0.wav,"Again, Dayanand was well received",Konkani
audio/281474976925503_f3131_chunk_0.wav,"curriculum redesigning, improving the quality of educators,",Kannada
audio/281474976884273_f1982_chunk_3.wav,of English language used in this area,Tamil
audio/281474976902188_f2127_chunk_1.wav,one can prefer Mumbai University,Urdu
audio/281474976893905_f2310_chunk_0.wav,Japan,Bodo
audio/281474976897086_f696_chunk_0.wav,Go,Hindi
audio/281474976888917_f3178_chunk_34.wav,promoting communal harmony.,Nepali
audio/281474976903891_f1629_chunk_0.wav,Wow,Nepali
audio/281474976894266_f1747_chunk_3.wav,"After I complete writing the poem, I go for a quick second look so I can get hold of all the errors or mistakes that I have made while writing",Kashmiri
audio/281474976895395_f1583_chunk_0.wav,Can I login to EPFO portal with another mobile number 72955985129 to check the passbook balance using UAN number 211817175353 ?,Konkani
audio/281474976888893_f2727_chunk_0.wav,Give me recommendations for choosing health insurance plans provided by the agencies,Nepali
audio/281474976887638_f476_chunk_0.wav,Tell me how to link multiple bank accounts and transfer money between my own accounts in Utkal Grameen Bank,Konkani
audio/281474976885796_f2048_chunk_1.wav,this particular event goes like this. Shama is the narrator,Kannada
audio/281474976897289_f1123_chunk_0.wav,Visual,Bengali
audio/281474976884135_f3212_chunk_4.wav,to their age or according to the respect what we show.,Marathi
audio/281474976906751_f2822_chunk_0.wav,Can I donate to Helpage India,Assamese
audio/281474976893409_f59_chunk_0.wav,Right,Kannada
audio/281474976900339_f2186_chunk_0.wav,The different religions practiced in our area,Kashmiri
audio/281474976898257_f2992_chunk_0.wav,No,Konkani
audio/281474976915879_f2570_chunk_0.wav,Yes,Nepali
audio/281474976893731_f2372_chunk_0.wav,Almost all the films released during this period,Punjabi
audio/281474976893846_f3264_chunk_5.wav,"Online clients can see the works. If you have your own website, blog or social media account, people can easily access your work.",Bodo
audio/281474976890940_f1760_chunk_1.wav,"with whatever ingredients available in the house, like rice boiled with pulses and jaggery.",Konkani
audio/281474976899917_f132_chunk_0.wav,who is the singer of hotel california,Maithili
audio/281474976900652_f1824_chunk_3.wav,It can be,Urdu
audio/281474976893134_f3079_chunk_0.wav,what is it like in imphal,Assamese
audio/281474976894945_f1678_chunk_3.wav,He keeps dreaming about a treasure that he discovers near the pyramids in Egypt,Malayalam
audio/281474976901128_f1617_chunk_0.wav,No,Maithili
audio/281474976898080_f1458_chunk_0.wav,"Has the payment been confirmed for my order containing Borosil Induction Friendly Stainless Steel Casserole , Nescafe Gold Original Roasted Coffee and Fresho Signature Palak Snack Sticks ?",Odia
audio/281474976898125_f2097_chunk_1.wav,"wherein we, with my best friends, went through two national parks",Odia
audio/281474976884478_f2191_chunk_16.wav,"But Indian or foreign,",Malayalam
audio/281474976888919_f3231_chunk_16.wav,and trying to make more improvement.,Nepali
audio/281474976897400_f1737_chunk_6.wav,and he recommended it to me,Odia
audio/281474976887212_f3245_chunk_11.wav,It also helps us to understand each other in a much better way. It teaches us how to adjust,Konkani
audio/281474976902183_f1898_chunk_1.wav,because I can carry them,Urdu
audio/281474976884044_f1919_chunk_0.wav,My favorite English TV shows are generally sitcoms,Hindi
audio/281474976900603_f2255_chunk_28.wav,and gradually developed into a well-built city,Urdu
audio/281474976895184_f1359_chunk_0.wav,Up,Malayalam
audio/281474976903907_f3262_chunk_6.wav,"And there are Montessori and play schools also,",Nepali
audio/281474976896994_f1674_chunk_2.wav,"And to stay focused,",Bengali
audio/281474976897700_f2739_chunk_0.wav,Dog,Odia
audio/281474976894274_f2214_chunk_0.wav,"I have completed my basic education from the Mallinson Girls' School,which is the most reputed school in the valley.",Kashmiri
audio/281474976884241_f1317_chunk_0.wav,List the discounted items of Park avenue,Tamil
audio/281474976893717_f1944_chunk_0.wav,"Yes, I have traveled many places with a large group of friends and family as well. All the trip was fun and thrilling and a unique kind of experience.",Bodo
audio/281474976896574_f1497_chunk_0.wav,Two,Tamil
audio/281474976888864_f2163_chunk_7.wav,or it won't taste good,Nepali
audio/281474976887660_f3286_chunk_1.wav,"and there are channels which telecast news in English, Konkani as well as Marathi.",Konkani
audio/281474976894939_f2193_chunk_2.wav,"The first consists of the Jewish scripture, originally written in Hebrew",Malayalam
audio/281474976894236_f3026_chunk_0.wav,Off,Kashmiri
audio/281474976891471_f1218_chunk_0.wav,"Has the payment been confirmed for my order containing Bella Vita Organic EyeLift Under Eye Cream Gel , Manna Dates Rich First Baby Food and 1Organic Turmeric Powder",Kashmiri
audio/281474976894332_f3200_chunk_1.wav,"During the 19th century, there was British invasion and during the whole while Bengal was the capital of British occupied India.",Bengali
audio/281474976899502_f1094_chunk_0.wav,Play,Tamil
audio/281474976901111_f1611_chunk_0.wav,Can I get this order delivered to old office address ?,Maithili
audio/281474976900297_f881_chunk_0.wav,Show me the email of salary reciept of last 15 days,Kashmiri
audio/281474976893601_f1422_chunk_0.wav,Show me my transaction history from 23-3-2022 to 2-8-2020,Malayalam
audio/281474976884129_f3284_chunk_2.wav,It is a temple of Lord Shiva which is amidst the mountainous region.,Marathi
audio/281474976883943_f2231_chunk_1.wav,to build up an art career,Malayalam
audio/281474976894795_f2258_chunk_6.wav,"In this festival, we worship Goddess Lakshmi, the Goddess of wealth. It heralds the month of Kartik, that is October-November",Nepali
audio/281474976895599_f229_chunk_0.wav,Stop,Kannada
audio/281474976899779_f1409_chunk_0.wav,Yes,Odia
audio/281474976896706_f3294_chunk_0.wav,How has English language evolved over time and what changes have you noticed?,Telugu
audio/281474976900602_f2216_chunk_0.wav,"Yes, I got the opportunity to translate documents in English, Urdu, Arabic, Hindi and Gujarati languages",Urdu
audio/281474976899971_f2245_chunk_0.wav,I am from Darbhanga district. This district is very rich in cultural and historical sites.,Maithili
audio/281474976893867_f1236_chunk_0.wav,Can I change my delivery date from 4-8-2018 TO 23-1-2022 ?,Bodo
audio/281474976887045_f1755_chunk_0.wav,"Anyhow, Hindi language is very very gentleman language. As we all know that Hindi language is derived from Sanskrit language but is 100,000 years old.",Dogri
audio/281474976899965_f3296_chunk_3.wav,"Moreover, when you grow food yourself you are assured of its quality",Maithili
audio/281474976897117_f2288_chunk_0.wav,"For people who are just starting to manage their money and build financial stability, I would advise to",Hindi
audio/281474976901611_f1789_chunk_1.wav,"So I would like to say not in between different parts of India,",Maithili
audio/281474976883949_f2148_chunk_0.wav,There are some local government initiatives in Pathanamthitta district of Kerala. One of it is Aksharapatharam program,Malayalam
audio/281474976895427_f1809_chunk_1.wav,"biking has centuries-old tradition, and at the industry come up with the new every year",Konkani
audio/281474976893058_f2158_chunk_2.wav,it is good on an average,Marathi
audio/281474976894794_f3270_chunk_4.wav,"Some of the initiatives undertaken by the government of West Bengal include 17 IT parks,",Nepali
audio/281474976898566_f615_chunk_0.wav,"Further, the Boundary Commission, headed by Sir Cyril Radcliffe, decided on the territorial demarcation between the two newly created provinces.",Bengali
audio/281474976885487_f706_chunk_0.wav,what time is next meeting,Kannada
audio/281474976884235_f1315_chunk_0.wav,i will need warm socks in winter in morning,Tamil
audio/281474976885333_f520_chunk_0.wav,Show the list of all vaccination center around pincode 776485,Kannada
audio/281474976888881_f839_chunk_0.wav,tell me the current time,Nepali
audio/281474976893702_f2731_chunk_0.wav,Four,Bodo
audio/281474976884093_f459_chunk_0.wav,"At the age of 17, Jayaprakash was married to Prabhavati Devi, daughter of lawyer and nationalist Brij Kishore Prasad in October 1919.",Marathi
audio/281474976896703_f3122_chunk_1.wav,The art and craft of our state,Telugu
audio/281474976906734_f2919_chunk_0.wav,"By 1977, however,",Assamese
audio/281474976899923_f957_chunk_0.wav,I want to check the estimated delivery time for Cookies .,Maithili
audio/281474976888866_f2195_chunk_22.wav,machine knitting machine a small sentro,Nepali
audio/281474976894795_f2258_chunk_1.wav,"the Nepali people indulge in the biggest festival of the year, that is called Dashain.",Nepali
audio/281474976893063_f159_chunk_0.wav,"During the first decades of the 20th century, basketball quickly became the ideal interscholastic sport due to its modest equipment and personnel requirements.",Marathi
audio/281474976906767_f2453_chunk_0.wav,Jump,Assamese
audio/281474976894161_f2707_chunk_0.wav,Rate my order of 5 packs,Odia
audio/281474976899969_f3240_chunk_4.wav,so that those with special needs can find proper accommodations,Maithili
audio/281474976899924_f967_chunk_0.wav,Do you keep Dairy Items ?,Maithili
audio/281474976883946_f1999_chunk_9.wav,"the emphasis in Montessori learning is on social, intellectual, emotional as well as acquiring professional and academic skills",Malayalam
audio/281474976896202_f1777_chunk_2.wav,in meeting the challenges,Kannada
